id,title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,keywords
617762,The Electrical Life of Louis Wain,6.954,377,2021,0,111,0,11.889,"Drama, History, Comedy","inventor, 19th century"
79113,A Princess for Christmas,7.035,376,2011,0,91,0,18.488,"Comedy, Family, TV Movie, Romance","holiday, servant, butler, prince, castle, royalty, ballroom dancing, maid, christmas"
10390,For Love of the Game,6.491,376,1999,46112640,138,50000000,18.99,"Drama, Romance","based on novel or book, sports, legend, baseball, training, single mother, teenage daughter, baseball player, baseball pitcher, long distance relationship, baseball stadium, sports injury, baseball game, baseball team"
785539,Resort to Love,7.2,376,2021,0,101,0,13.425,"Romance, Comedy","paradise, love, singer, wedding"
433627,7 Days in Entebbe,5.816,376,2018,9196740,107,0,12.825,"Thriller, Drama, Crime","israel, 1970s, rescue mission, uganda, based on true story, airplane hijacking, terrorism, israeli defense force, terrorist group, operation entebbe"
39053,Cyrus,5.907,376,2010,0,91,7000000,8.459,"Comedy, Drama, Romance",mumblecore
400411,Satanic,4.274,376,2016,349183,84,0,9.492,"Horror, Mystery, Thriller","ritual, hell, satanism, demonic possession, satanic cult"
30159,I Confess,7.092,376,1953,0,95,0,15.61,"Drama, Thriller, Crime","police, confession, blackmail, suspicion of murder, quebec, flashback, film noir, murder, caretaker, priest, lawyer, church, housekeeper, catholic, gardener, married woman, murder investigation, blackmailer, murder trial, crisis of conscience, innocent suspect, rectory, seal of confessional"
325358,Superfast!,4.973,376,2015,0,99,20000000,33.808,"Comedy, Action","car race, parody, spoof"
70586,Setup,4.921,375,2011,2128186,85,20000000,12.971,"Action, Crime, Drama, Thriller","heist, betrayal"
18925,Facing the Giants,7.476,375,2006,10178331,111,100000,27.093,Drama,"underdog, sports, faith, american football, american football coach, coach, american football team, aftercreditsstinger, christian, high school football"
286987,How to Build a Better Boy,6.36,375,2014,0,90,0,10.833,"Family, Science Fiction, TV Movie","high school, robot, teen comedy, fake boyfriend, robot boy"
347126,God's Not Dead 2,6.149,375,2016,23507567,121,5000000,19.981,Drama,"high school, faith, prayer, christianity, pastor, protest, lawsuit, teacher, religion, school, evangelical christianity, courtroom, courtroom drama, religious persecution, legal drama, christian film, christian, religious freedom, independent film"
11591,The Man with Two Brains,6.189,375,1983,0,93,10100000,12.972,"Comedy, Romance, Science Fiction","just married, marriage contract, wedding, brain surgeon"
54518,Justin Bieber: Never Say Never,5.204,375,2011,98441954,105,13000000,10.905,"Music, Documentary, Family","canada, manager, prayer, pop singer, music competition, tour bus, teenage boy, pop music, concert film, aftercreditsstinger, duringcreditsstinger, music documentary, teenybopper"
105077,Battlestar Galactica: The Plan,6.744,375,2009,0,112,0,14.235,"Science Fiction, Action, Drama","fighter pilot, body double, human heart, based on tv series"
9545,Sniper,6.152,375,1993,18994652,98,0,26.537,"Action, Drama, Thriller","sniper, panama, fistfight, waterfall, marine, jungle, sniper rifle, dog tag, marksman, surrounded, military uniform, surrender"
10388,The Limey,6.576,375,1999,3204663,89,10000000,17.311,"Crime, Drama, Mystery","prison, daughter, release from prison, investigation, suitcase, record producer, loss, revenge, stakeout, ex-con, warehouse, hired killer, narcotics, motel room, neo-noir, 1960s"
30588,Monsieur Verdoux,7.785,375,1947,0,124,2000000,11.783,"Comedy, Crime, Drama","marriage, dark comedy, villain, polygamy, great depression, based on true story, film noir, black and white, stock market crash, cold blooded killer, anti-capitalism, 1930s"
12500,American Ninja,5.932,375,1985,10499694,95,1000000,13.718,Action,"daughter, sword, rebel, wilderness, ninja, soldier, gaijin"
369894,Wakefield,6.121,375,2017,798214,106,0,8.983,Drama,"nervous breakdown, attic, woman director"
12521,Shocker,5.552,375,1989,16554699,109,5000000,18.677,"Horror, Thriller","psychopath, sadistic, detective, blackout, gore, murder, capital punishment, slasher, maniac, rage, killer, evil, madman, insane"
134375,Home Alone: The Holiday Heist,5.159,374,2012,0,87,11000000,18.586,"Comedy, Family, TV Movie",christmas
9839,Beyond Borders,6.469,374,2003,0,127,35000000,13.627,"Drama, Romance, Adventure, War","london, england, cia, cambodia, love of one's life, landmine, ethiopia, chechnya, foreign aid"
383709,Wonderstruck,6.013,374,2017,1947099,115,0,21.257,Drama,"based on novel or book, silent film"
339530,Tremors 5: Bloodlines,5.495,374,2015,0,99,0,15.082,"Action, Adventure, Comedy, Horror, Science Fiction","monster, africa, sequel, creature, graboids, giant worm"
26914,Troll 2,3.888,374,1990,0,95,65000,11.317,"Horror, Fantasy","witch, small town, monster, dance performance, poison, seduction, hallucination, cult, vacation, delirium, sandwich, fasting, séance, recreational vehicle, family values, farming community, goblin, family exchange, vegetarianism, hospitality, cassette tape, odd religious customs, community spirit, healthy food, herbal remedies, popcorn, dating woes, dead grandfather, power of goodness, supernatural phenomena"
18890,We're Back! A Dinosaur's Story,6.004,373,1993,9317021,72,0,12.051,"Animation, Science Fiction, Family","prehistory, prehistoric creature, dinosaur"
175291,Cheap Thrills,6.393,373,2013,0,88,200000,9.344,"Comedy, Crime, Drama","cocaine, dark comedy, challenge, vomit, birthday party, strip club, money, murder, mechanic, extramarital affair, dead dog, money problems, human excrement, defecating, eating one's finger, bar"
335777,The Nut Job 2: Nutty by Nature,5.973,373,2017,65146020,91,40000000,17.367,"Animation, Family, Adventure, Comedy","squirrel, anthropomorphism, animal, nut"
23049,My Life in Ruins,6.131,373,2009,20455276,95,17000000,14.471,"Comedy, Romance","beach, greece, tour bus, tour guide, viagra, hospital"
874,A Man for All Seasons,7.347,373,1966,28350000,120,3900000,9.089,"Drama, History","death penalty, england, pope, beheading, protestant church, oath, based on play or musical, tudor, henry viii, british monarchy"
11867,Barb Wire,3.926,373,1996,3793614,98,0,11.396,"Science Fiction, Action","bounty hunter, civil war, based on comic, obesity, b movie, scientist bar, electrical torture, pretending to be a prostitute, pressure washer, 2010s, female bounty hunter, hilarious, dystopian future"
13689,Peaceful Warrior,7.445,373,2006,0,120,0,14.822,Drama,gymnastics
595148,Irresistible,6.062,372,2020,177418,101,0,13.033,"Comedy, Drama","small town, election campaign, mayor, political satire, usa politics, rural life"
9997,Gabriel,6.0,372,2007,1395610,109,200000,11.77,"Fantasy, Horror, Action, Science Fiction","archangel gabriel, hell, heaven, matter of life and death, religion"
47760,Restless,6.478,372,2011,2518012,91,8000000,10.655,"Drama, Romance","funeral, sadness, kamikaze, romance, teen movie, death of parent"
9448,The Big Hit,5.843,372,1998,27007143,91,13000000,18.456,"Action, Adventure, Comedy, Thriller","dark comedy, bungee-jump, video store, kosher, stealing a car, night vision goggles, suitcase full of money"
10711,French Connection II,6.784,372,1975,12484444,119,4300000,13.768,"Action, Crime, Drama, Thriller","france, heroin, detective, marseille, france, drug addiction, investigation, cold turkey, policeman, illegal drugs"
74461,Knights of Badassdom,5.624,372,2013,0,86,0,11.02,"Adventure, Fantasy, Horror, Comedy","magic, sword, supernatural, gore, sword fight, swordsman, murder, role playing, break-up, drugs, devil, succubus, renaissance fair, larp"
119278,Smiley,4.372,372,2012,0,95,0,12.246,Horror,"stalker, stalking, slasher, negative, egotistical, disgusted, disrespectful"
13493,College Road Trip,5.547,372,2008,51549674,83,25000000,13.697,"Comedy, Family, Action, Adventure",road trip
965,The Magnificent Ambersons,7.295,371,1942,0,88,0,11.632,"Drama, Romance, History","small town, marriage proposal, jealousy, love of one's life, marriage crisis, only child"
10442,So I Married an Axe Murderer,6.061,371,1993,11585483,93,20000000,13.691,"Comedy, Crime, Romance","scotland, butcher, sister, murder, axe murder"
14709,Varsity Blues,6.127,371,1999,0,106,0,11.541,"Comedy, Drama, Romance","small town, sports, american football, texas, cheerleader, high school sports, the big game"
869626,Marcel the Shell with Shoes On,7.74,371,2022,6000000,90,0,40.201,"Animation, Comedy, Drama, Family","mockumentary, stop motion, family, shell, children's story, child, stop frame, based on short film"
2153,The Driver,7.139,371,1978,0,91,4000000,11.69,"Crime, Thriller, Action","robbery, card game, casino, gambling, detective, anti hero, witness, heist, bag of money, los angeles, california, criminal, getaway driver, set up, neo-noir, train station, bar"
222461,Wer,6.37,371,2013,0,89,0,11.313,"Horror, Mystery, Thriller","moon, france, investigation, lawyer, werewolf, found footage, medical examination, porphyria"
626393,The Sleepover,6.391,370,2020,0,103,0,10.372,"Family, Action",rescue
11337,Stardust Memories,6.972,370,1980,10389003,89,10000000,11.507,"Comedy, Drama, Romance","movie business, violinist, filmmaking, existential crisis"
2058,Addicted to Love,6.151,370,1997,34673095,100,0,13.22,"Comedy, Romance","new york city, jealousy, love, revenge, astronomer, break-up"
6081,Revenge of the Pink Panther,6.439,370,1978,49579269,99,0,15.583,"Comedy, Crime, Mystery",inspector
11071,Them!,6.832,370,1954,0,94,23000000,16.379,"Science Fiction, Horror","army, monster, atomic bomb, mutation, radiation, fbi, new mexico, giant monster, ant, martial law, giant insect, black and white, desert, psychiatric ward, ant's nest, general store, entomologist, giant ants, animal horror, storm drain, scientist heroine, southwest desert, state police officer, drunk ward, formic acid, traumatized child, mysterious footprint, cyanide grenade, atomic mutation, ant eggs"
2054,Mr. Holland's Opus,6.972,370,1995,106269971,137,31000000,15.053,"Drama, Music, Family","high school, husband wife relationship, composer, music teacher, mentor, deaf-mute, portland, oregon, apprentice, marching band, teacher student relationship, high school teacher, disabled, teaching, sign languages, father son relationship"
33602,Temple Grandin,7.7,370,2010,0,108,0,18.675,"Drama, History","boston, massachusetts, veterinarian, autism, biography, new hampshire, slaughterhouse, university, livestock"
308529,Kickboxer: Vengeance,5.012,370,2016,0,90,17000000,13.314,"Action, Drama","martial arts, kickboxing, martial arts tournament, reboot, thai boxing"
644092,Finding ʻOhana,6.324,370,2021,0,123,0,16.646,"Adventure, Action, Comedy, Family","hawaii, native hawaiian"
16300,Down to Earth,5.493,370,2001,71186502,87,30000000,10.626,"Fantasy, Comedy, Science Fiction, Romance",romantic comedy
458131,The Best of Enemies,7.409,370,2019,0,133,10000000,9.073,"Drama, History","based on novel or book, ku klux klan, 1970s, north carolina, based on true story, racism, interracial friendship, segregation"
10127,Critters 2,5.957,370,1988,3813293,86,4500000,13.693,"Comedy, Horror, Science Fiction","spacecraft, small town, bounty hunter, hamburger, kansas, usa, alien, easter, easter bunny, reporter, creature, explosion, alien invasion, dog, shape shifter, pitchfork, newspaper reporter, easter egg hunt"
1689,Little Buddha,6.241,370,1993,4858139,140,35000000,12.319,"Drama, History","buddhist, tibet, reincarnation, buddha, siddhartha, enlightenment, lgbt interest"
785533,The Princess Switch 3: Romancing the Star,6.863,369,2021,0,106,0,10.693,"Romance, Comedy","holiday, royal family, sequel, look-alike, christmas"
94380,Bad Ass,5.82,369,2012,0,90,0,11.42,"Action, Drama","vietnam veteran, hero, society, based on true story, friends, los angeles, california, muder"
653598,Spree,6.477,369,2020,43840,93,0,15.164,"Thriller, Horror, Comedy","killing spree, found footage, social media, ride-share, dashcam, social media influencer"
496704,Tremors: A Cold Day in Hell,5.916,369,2018,0,98,0,18.175,"Action, Adventure, Science Fiction","monster, sequel, creature, graboids, giant worm, power wagon"
12211,Highlander: Endgame,4.824,369,2000,15843608,87,25000000,16.78,"Action, Fantasy","new york city, martial arts, immortality, loss of loved one, antiquary, loss of powers, sword fight, fictional war, dark fantasy, warrior, action hero, sword and sorcery, supernatural power, good versus evil"
1908,Inherit the Wind,7.725,369,1960,0,128,0,11.797,Drama,"politician, based on true story, trial, teacher, lawyer, courtroom, evolution, rhetoric, scopes monkey trial, judiciary, courtroom drama"
520901,Doom: Annihilation,4.932,368,2019,0,97,0,15.641,"Action, Science Fiction, Horror","planet mars, hell, space, demon, based on video game, reboot, antagonistic, disheartening, disrespectful"
9873,F/X,6.425,368,1986,20603715,109,10000000,11.826,"Action, Thriller","new york city, assassin, showdown, corruption, police, detective, fbi, mission of murder, witness protection, stuntman, mafia boss, deception, special effects, gunfight, disguise, federal agent, makeup artist, manhunt, justice department"
527,Once Were Warriors,7.345,368,1994,1608570,99,0,14.878,Drama,"individual, suicide, rape, strong woman, tattoo, slum, funeral, alcohol, tradition, approved school , loss of loved one, despair, indigenous, ghetto, violent husband, new zealand, maori, lack of prospects, maori tradition, teacher, youth gang, crush, domestic violence, rebellious youth, alcohol abuse, incest, unemployment, auckland"
30943,The Deep End of the Ocean,6.427,368,1999,28121100,106,38000000,15.104,"Drama, Mystery","kidnapping, reunion"
11457,Life as a House,7.056,368,2001,0,125,18000000,15.47,Drama,"california, parent child relationship, house, cancer, juvenile delinquent, drugs, divorce, family, fired from the job, second chance, ex-wife, unemployment, building a house, father son relationship"
10869,Herbie Rides Again,6.11,368,1974,38229000,88,0,14.896,"Romance, Comedy, Family, Fantasy","estate agent, san francisco, california, shopping mall, sequel, urban development, volkswagen beetle, smart car, volkswagon, käfer, the love bug"
801058,Seaspiracy,7.904,368,2021,0,89,0,8.277,Documentary,"pollution, fishing, ecology, environmental destruction, political corruption, environmental change , fishing net, environmental disaster, political scandal, environmental issues, political documentary, social & cultural documentary, fishing vessel, environmental catastrophe, environmental perspectives, environmental crisis, environmental documentary, deep sea fishing, environmental collapse"
3088,My Darling Clementine,7.425,368,1946,2750000,97,2000000,13.206,"Western, Romance, Drama","gunslinger, saloon, marshal, arizona, rifle, wyatt earp, doc holliday, revenge, tombstone arizona, death of girlfriend, 19th century, ok corral"
466,Klute,6.766,368,1971,12512637,114,2500000,13.328,"Thriller, Mystery, Crime","new york city, prostitute, cat, obsession, audio tape, detective, junkie, pimp, conspiracy, psychologist, whodunit, missing person"
285733,Barbie and the Secret Door,7.163,368,2014,0,81,0,7.385,"Animation, Family","musical, based on toy"
160139,Night Train to Lisbon,6.527,367,2013,0,111,7700000,14.155,"Mystery, Romance, Thriller",loneliness
92182,Silent House,5.411,367,2011,13101672,85,2000000,9.2,"Horror, Mystery","supernatural, remake, beer bottle, real time, candelabra, padlock, woman director"
838330,Not Okay,6.4,367,2022,0,100,0,13.552,"Comedy, Drama","new york city, satire, social media, woman director, social media influencer, cringe comedy, cancel culture"
85373,StreetDance 2,6.163,367,2012,0,85,0,13.058,"Music, Romance, Drama","dancing, dancer, musical, street dance, salsa, woman director"
26596,Johnny Guitar,7.403,367,1954,0,110,0,13.158,"Drama, Western, Romance","saloon, saloon owner"
9838,King Solomon's Mines,5.499,367,1985,15057465,100,12500000,14.649,"Action, Adventure, Comedy","treasure, based on novel or book, africa, riddle, giant spider, treasure hunt, disappearance, quicksand, archaeologist, archeology, allan quatermain"
10032,Van Wilder 2: The Rise of Taj,5.0,367,2006,6086508,97,0,17.347,Comedy,"nerd, college, snob, misfit"
19236,Santa Sangre,7.072,367,1989,0,123,787000,17.076,"Drama, Horror, Thriller","suicide, mexico city, mexico, elephant, funeral, circus, trauma, clown, surreal, gore, surrealism, stage show, avant-garde, madness, shrine, tattoed woman"
21610,Nighthawks,6.4,367,1981,19905359,99,5000000,19.703,"Action, Crime, Thriller","police, undercover, chase, war veteran, murder, serial killer, terrorism, neo-noir"
101731,The Magic of Belle Isle,6.967,367,2012,123821,109,0,11.215,"Drama, Comedy","tenderness, inspiration, author, family, alcoholic, typewriter, neighborhood, adult child friendship, mother daughter relationship, loss of wife"
9781,Detroit Rock City,6.687,366,1999,4217115,95,6500000,13.647,"Comedy, Music","parent child relationship, 1970s, kiss, drugs, detroit, michigan"
2084,Birthday Girl,5.873,366,2001,0,93,13000000,13.52,"Comedy, Crime, Thriller","robbery, mail order bride, bank clerk"
31007,Welcome to the Rileys,6.602,366,2010,361960,110,0,10.141,Drama,"prostitute, rape, stripper, pot smoking, teenage girl"
500860,The Mustang,6.933,366,2019,1144575,96,0,12.817,Drama,"prison, woman director"
13378,Mickey's Twice Upon a Christmas,7.003,366,2004,0,68,10000000,19.626,"Animation, Family","holiday, santa claus, anthropomorphism, computer animation, reindeer, cartoon mouse, cartoon dog, cartoon duck, woman director, christmas"
11384,The Hard Way,6.173,366,1991,65595485,111,24000000,13.404,"Action, Comedy, Crime","dual identity, undercover agent, police, identity, detective, role reversal, movie star, buddy cop, manhattan, new york city"
24100,The Little Vampire,6.777,366,2000,27965865,95,35000000,13.185,"Family, Adventure, Comedy, Fantasy","based on novel or book, vampire, bite, child vampire"
12178,Miss Pettigrew Lives for a Day,6.786,365,2008,16724933,92,0,14.087,"Drama, Comedy, Romance","london, england, based on novel or book, england, jazz singer or musician, jazz club, love affair, pianist, governess, high fashion, eve of world war ii"
10571,Boys and Girls,5.96,365,2000,20627372,94,16000000,10.817,"Comedy, Drama, Romance","friendship, new love, soulmates, college, platonic love, girlfriend, lovers, model student, motherly love, university, relationship"
335791,When the Bough Breaks,5.856,365,2016,30658387,97,10000000,13.546,"Mystery, Thriller, Drama, Horror","husband wife relationship, obsession, married couple, pregnancy, surrogate mother, inheritance, soldier, young woman, chef, desire, physical abuse, boyfriend girlfriend relationship, wanting to have children, young couple, surrogacy, restraining order, mentally unstable, lake house, successful, corporate lawyer, secrets, charity benefit, loving marriage, unable to get pregnant"
13166,Freddy Got Fingered,4.6,365,2001,14343028,87,14000000,13.495,Comedy,"wheelchair, satire, surrealism, dysfunctional family, slacker, sausage, crude humor, unemployment, rumor, cartoonist, father son relationship, absurd, bold"
693113,Midnight in the Switchgrass,6.005,365,2021,229811,99,15000000,21.731,"Crime, Mystery, Thriller, Action","fbi, texas ranger, based on true story, serial killer, truck stop"
968051,The Nun II,6.545,365,2023,231200000,110,38500000,1692.778,"Horror, Mystery, Thriller","france, bullying, sequel, religion, demon, gothic horror, demonic possession, praying, duringcreditsstinger, 1950s, demonic, girls' school, convent, the conjuring universe"
8094,The Magdalene Sisters,7.438,365,2002,20957001,119,0,12.311,"Drama, History","nun, girls' boarding school, based on true story, sin, psychological abuse, punishment, sexual harassment, religion, torture, ireland, human rights, catholic, convent school, laundry, physical abuse, evil nun, convent (nunnery), 1960s, women's rights, magdalene asylum"
70868,I Don't Know How She Does It,5.212,365,2011,31410151,89,24000000,14.175,"Romance, Comedy","pregnancy, family vacation, widower, working mum, in-laws"
411999,OtherLife,6.339,365,2017,0,96,0,11.005,"Science Fiction, Crime, Mystery","virtual reality, medicine, time, overpopulation, drugs"
14055,Starter for 10,6.423,364,2006,0,92,0,13.237,"Drama, Comedy, Romance","scholarship, fight, politics, protest, quiz, love, marijuana, university, theft, injury"
392553,Minimalism: A Documentary About the Important Things,6.552,364,2015,0,79,0,6.955,Documentary,"homelessness, promotion, tiny home, minimalism, declutter"
850018,Windfall,5.374,364,2022,0,92,0,10.363,"Thriller, Crime, Drama","gun, vacation, thief, money, billionaire, criminal, wealthy man, vacation home"
502422,Thunder Road,6.824,363,2018,0,91,0,8.984,"Comedy, Drama","funeral, father, dead mother, police officer, dramedy, father daughter relationship"
16085,Funny Girl,7.207,363,1968,52223306,155,14000000,15.987,"Comedy, Drama, Romance","marriage, comedian, musical, divorce"
16113,The Delta Force,5.8,363,1986,17768900,129,0,18.548,"Action, Thriller, Adventure","martial arts, war veteran, fight, patriotism, rescue mission, based on true story, airplane hijacking, covert operation, delta force, gunfight, terrorism, action hero, 三角洲, 特种部队"
575322,Project Gemini,5.854,363,2022,211674,98,6000000,55.942,"Science Fiction, Horror","space, alien planet, universe, alien creature, spaceship, science fiction"
581644,The Misfits,5.464,363,2021,0,94,0,27.457,"Action, Thriller","gold, middle east, heist, prison break, amused"
63700,My Babysitter's a Vampire,6.919,363,2010,0,80,0,14.366,"Adventure, Comedy, Family, Fantasy, TV Movie, Horror","vampire, babysitter, fan culture"
2453,Harley Davidson and the Marlboro Man,6.312,362,1991,7434726,98,23000000,19.835,"Action, Thriller","drug dealer, corruption, los angeles, california, las vegas"
11223,Coma,6.7,362,1978,0,113,4500000,15.861,"Thriller, Mystery, Science Fiction","coma, boston, massachusetts, black market, organ trade"
4722,Body Snatchers,6.169,362,1993,428868,87,13000000,14.129,"Horror, Science Fiction, Thriller","distrust, escape, military base, alien, remake, soldier, alien invasion, alien infection, sleeping, doppelgänger, body snatchers, emotionless, body snatching, body snatcher"
377897,Barbie: Spy Squad,6.93,362,2016,0,75,0,16.359,"Action, Animation, Family","friendship, sibling relationship, spy, gymnastics, stealing, based on toy, female spy, high tech"
79697,Butter,5.837,362,2011,175706,90,0,8.606,Comedy,"iowa, butter"
1001865,Scrooge: A Christmas Carol,6.7,361,2022,0,97,0,26.835,"Animation, Family, Fantasy","london, england, holiday, musical, based on play or musical, victorian england, ghost, based on movie, christmas, 19th century, scrooge, animated remake"
210908,All Cheerleaders Die,5.248,361,2013,0,89,0,9.979,"Horror, Thriller, Comedy","high school, rape, magic, cheerleader, satire, high school sports, remake, teen movie"
11194,Touching the Void,7.507,361,2003,13885802,106,0,10.437,"Documentary, Action, Adventure, Drama","rescue, sports, peru, wound, mountaineer, glacier, climbing, snow, mountaineering, andes mountains, cordillera huayhuash, alpinism, mountain accident"
317744,Careful What You Wish For,6.083,361,2015,0,91,8000000,17.542,"Drama, Thriller","murder, neighbor, love affair, older woman younger man relationship, woman director, erotic thriller"
266639,Jem and the Holograms,5.533,361,2015,2333684,119,5000000,9.172,"Fantasy, Music, Family","friendship, secret identity, singer, fame, orphan, rock band, duringcreditsstinger, sister sister relationship"
166076,Superman: Unbound,6.59,361,2013,2915767,75,0,17.477,"Animation, Action, Adventure","saving the world, super power, superhuman strength"
9711,Species III,5.238,361,2004,0,111,0,18.384,"Science Fiction, Action, Horror","saving the world, pregnancy, transformation, creature, military"
860159,Crush,7.537,361,2022,0,92,0,21.972,"Comedy, Romance","love triangle, comedian, coming of age, lgbt athlete, lgbt, track and field, generation z, lesbian, sapphic"
634544,Uncle Frank,7.34,360,2020,0,95,0,12.305,Drama,"new york city, life and death, funeral, alcoholism, road trip, male homosexuality, family, lgbt, gay theme"
1249,Hollywoodland,6.101,360,2006,16803753,126,0,10.299,"Crime, Drama, Mystery, Thriller","dying and death, jealousy, detective, investigation, observer, deceived wife, lovers, super power"
9417,Wrongfully Accused,5.888,360,1998,9623329,87,0,16.583,"Action, Adventure, Comedy","death penalty, falsely accused, violin, attempt to escape, violinist, spoof"
10426,Friday After Next,6.244,360,2002,33526835,85,20000000,12.671,Comedy,"robbery, guard, shopping mall, thief, drugs, security guard, christmas, christmas eve"
272692,The Possession of Michael King,6.07,359,2014,2405143,83,0,9.289,Horror,"cemetery, camera, necromancer, demonic possession, satanic ritual, found footage, loss of wife, self destructiveness, demonologist"
11620,Quo Vadis,7.078,359,1951,21037000,171,7623000,14.062,"Drama, History, Romance","epic, suicide, based on novel or book, rome, italy, roman empire, christianity, emperor, ancient rome, burning, roman army, nero, 1st century, christian film, claudius caesar, guarda pretoriana, praetorian guard, matricídio, sêneca"
2148,The Cotton Club,6.5,359,1984,25928721,127,58000000,14.908,"Crime, Drama","jazz, gang war, nightclub, jazz singer or musician, musical, jazz club, mafia, song and dance, mob boss, harlem, new york city, trumpet player, 1920s, 1930s, mob, hot jazz, race relations, prohibition, tap dancer"
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,6.01,359,1984,0,103,0,29.521,"Science Fiction, Comedy, Adventure, Romance","menace, talent, genius, intellectually gifted, time travel, space war, alien invasion"
16136,Juice,7.254,358,1992,20146880,96,5000000,16.257,"Crime, Drama, Thriller","rap music, hip-hop, street gang, black people"
114606,Cockneys vs Zombies,5.652,358,2012,0,88,0,14.965,"Comedy, Horror","zombie, east end of london, pensioners, cockneys"
19004,The Land Before Time III: The Time of the Great Giving,6.163,358,1995,0,70,0,12.344,"Animation, Adventure, Family",dinosaur
764835,The Desperate Hour,5.987,358,2021,0,84,0,28.802,Thriller,school shooting
2998,Zabriskie Point,7.1,358,1970,1000000,113,7000000,10.306,Drama,"california, police brutality, free love, students' movement, 1970s, counter-culture, desert, student protest, death valley"
24873,Death Wish 3,6.229,358,1985,16116878,92,9000000,26.092,"Action, Crime, Drama","police, gangster, rocket launcher, anti hero, punk rock, revenge, vigilante, hospital, one man army, one against many, action hero, vigilante justice"
680593,The Dark and the Wicked,6.123,358,2020,289157,95,0,12.882,"Horror, Drama, Mystery","suicide, texas, haunting, possession, grief, priest, isolated farmhouse, goats, severed finger, brother sister relationship, rural"
10480,Nurse Betty,5.93,357,2000,0,108,24000000,13.444,"Comedy, Crime, Thriller","bartender, native american, writer, used car dealer, nurse uniform, tv production, heart specialist"
10862,Bounce,5.737,357,2000,36779296,106,35000000,11.993,"Drama, Romance","stroke of fate, chance, widow, destiny"
146229,Kristy,6.116,357,2014,0,86,6900000,11.682,"Thriller, Horror","mask, fight, thanksgiving, college, campus, outcast, gang, fear"
2690,Irma la Douce,7.451,357,1963,25200000,147,5000000,14.768,"Comedy, Romance","prostitute, paris, france, love of one's life, police, pimp, red-light district"
464502,Acrimony,6.758,357,2018,34764055,120,20000000,8.641,Thriller,"first time, court, obsession, harassment, marriage, manipulation, revenge, inheritance, class differences, rage, anger, therapy, death of mother, resentment, torment, hospitalization, naive young woman, hostile, out of control, restraining order, mentally unstable, lies, semi-narrative, woman scorned, sisters, crazy, taken advantage of, uncontrollable anger"
11577,Pat Garrett & Billy the Kid,7.171,357,1973,11000000,116,4638783,12.898,Western,"sheriff, gore, aging, lawlessness, breast, gun battle, old friends, flogging, pat garrett, manhunt"
356298,Don't Think Twice,6.416,357,2016,4417667,90,0,6.793,"Comedy, Drama",improvisation
36968,Life-Size,6.205,356,2000,0,101,7000000,12.155,"TV Movie, Family, Comedy, Fantasy","american football, sorcery, single father, doll, death of mother, toy comes to life"
27813,Basket Case,6.383,356,1982,0,91,35000,10.879,"Comedy, Horror","basket, conjoined twins, mood ring eyes"
10077,A Sound of Thunder,4.774,356,2005,11665465,101,80000000,9.5,"Thriller, Science Fiction, Adventure, Action","dying and death, future, hunter, technology, time travel, time machine, romance, cloning, dinosaur, scientist, alternate reality, based on short story, alternate timeline, changing the past or future, allosaurus, butterfly effect, evil scientist, 2050s"
12707,Orca,6.138,356,1977,14717854,95,17500000,17.71,"Adventure, Horror, Thriller","ship, whale, marine biologist, fisherman, newfoundland and labrador, miscarriage, killer whale, jaws, animal horror, vengeance, moby dick, orca"
10859,Stakeout,6.4,356,1987,65700000,116,14500000,10.468,"Action, Comedy, Romance","prison, police, killing, shower, seattle, washington, prison escape, murder, police chase, killer, police detective, stakeout, police stakeout, buddy cop, prisoner on the run, voyeurism, logging"
11018,Year of the Dragon,6.848,356,1985,18707466,134,24000000,13.363,"Action, Crime, Thriller","drug smuggling, heroin, chinatown, chinese mafia, cop"
8288,A Midsummer Night's Sex Comedy,6.455,356,1982,0,88,0,10.115,"Comedy, Romance","wife, professor, country house, lovers, makler, doctor, summer"
12626,Broadcast News,6.733,356,1987,67330500,133,20000000,13.535,"Comedy, Romance","journalist, washington dc, usa, love triangle, workaholic, journalism, television producer, neurotic, tv news anchor"
13968,Jump In!,6.294,356,2007,0,85,0,10.76,"Drama, Comedy, Romance","parent child relationship, competition, boxer, dead mother, box, jumping rope, dcom"
65215,Stewie Griffin: The Untold Story,6.927,356,2005,0,88,0,9.825,"Action, Adventure, Animation, Comedy",based on tv series
12658,Someone Like You...,5.941,356,2001,38689940,97,23000000,15.862,"Comedy, Romance","feminism, cohabitant, romantic comedy, man woman relationship, man between two women"
39356,Boy,7.341,356,2010,9116968,87,0,10.71,"Drama, Comedy","farm, new zealand, maori, goat, coming of age, grief, dead mother, duringcreditsstinger, 1980s, kids on their own, father son relationship"
13973,Choke,6.111,356,2008,3982459,92,3000000,11.984,"Comedy, Drama","based on novel or book, restaurant, sex addiction, alzheimer's disease, strip club, friends, scam, hospital, choking"
7341,The Rage: Carrie 2,5.649,355,1999,17762705,104,21000000,13.537,"Horror, Thriller, Science Fiction","high school, suicide, fire, asylum, telekinesis, swimming pool, sequel, teacher, murder, prom, weightlifting, woman director"
